timestamp,light
1552573273.1868095,759
1552573273.7359848,758
1552573274.2848418,761
1552573274.8392558,758
1552573275.3886237,756
1552573275.9375699,760
1552573276.486743,759
1552573277.035887,759
1552573277.58499,758
1552573278.136529,757
1552573278.6856592,759
1552573279.2350132,758
1552573279.7840042,758
1552573280.3386133,759
1552573280.8878653,759
1552573281.4378173,756
1552573281.9863353,758
1552573282.5354743,758
1552573283.0847824,759
1552573283.6341095,759
1552573284.1831865,757
1552573284.7320325,757
1552573285.2857926,759
1552573285.8412576,758
1552573286.3902647,759
1552573286.9412446,757
1552573287.4899967,757
1552573288.0389848,757
1552573288.588851,760
1552573289.138119,759
1552573289.68713,756
1552573290.236578,759
1552573290.785267,758
1552573291.340409,759
1552573291.8894012,758
1552573292.4389172,757
1552573292.9876673,759
1552573293.5370483,758
1552573294.0867164,759
1552573294.6354074,758
1552573295.1845865,758
1552573295.7354496,760
1552573296.2846565,756
1552573296.8401074,759
1552573297.3895056,757
1552573297.9390905,758
1552573298.4885798,757
1552573299.0385387,757
1552573299.5885088,757
1552573300.1377099,759
1552573300.6881208,757
1552573301.2369168,760
1552573301.7941458,758
1552573302.343514,758
1552573302.892785,760
1552573303.441692,758
1552573303.9906821,757
1552573304.5395622,759
1552573305.089055,758
1552573305.6382651,759
1552573306.1873333,758
1552573306.7358012,758
1552573307.2851534,758
1552573307.8397074,758
1552573308.3891885,758
1552573308.9379215,758
1552573309.4868326,756
1552573310.0363836,757
1552573310.5852916,756
1552573311.1342318,758
1552573311.6832278,757
1552573312.2325618,758
1552573312.781628,757
1552573313.330433,759
1552573313.8794959,759
1552573314.428576,758
1552573314.97753,758
1552573315.527676,759
1552573316.076908,756
1552573316.6262753,757
1552573317.1759002,758
1552573317.7249143,757
1552573318.2738574,756
1552573318.8288302,759
1552573319.3791003,758
1552573319.9280305,758
1552573320.4773884,759
1552573321.0330625,758
1552573321.5824845,759
1552573322.1315126,757
1552573322.6805477,758
1552573323.2296417,758
1552573323.7784908,757
1552573324.3349338,759
1552573324.8842669,760
1552573325.4332068,756
1552573325.9823098,757
1552573326.531223,758
1552573327.079928,758
1552573327.63218,760
1552573328.181343,758
1552573328.730025,759
1552573329.2795463,759
1552573329.8344512,759
1552573330.3834882,757
1552573330.9329762,758
1552573331.4819822,759
1552573332.0313363,758
1552573332.5809524,757
1552573333.1300535,759
1552573333.6793396,759
1552573334.2282927,758
1552573334.7781186,758
1552573335.3347945,757
